Job titiles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain
Mascot,5%,447,1699,0.263095939,Medical & Healthcare
Mason,10%,233,826,0.282082324,Supply Chain & Logistics
Massage Therapist,10%,357,1459,0.244688143,Hospitality
Master Control Operator,60%,120,1201,0.099916736,Sales & Marketing
Master Electrician,10%,250,959,0.260688217,Law Enforcement
Master Esthetician,5%,429,1689,0.253996448,Law Enforcement
Master Plumber,10%,239,901,0.265260821,Construction
Master Scheduler,25%,491,1471,0.33378654,Leadership & Strategy
Material Controller,20%,151,1212,0.124587459,Supply Chain & Logistics
Material Engineer,31%,168,1167,0.143958869,Administrative & Clerical
Material Handler,40%,352,1212,0.290429043,Administrative & Clerical
Materials Coordinator,50%,135,974,0.138603696,Medical & Healthcare
Materials Engineer,25%,445,1345,0.330855019,Medical & Healthcare
Materials Manager,30%,228,1373,0.166059723,Hospitality
Materials Planner,35%,752,2426,0.309975268,Leadership & Strategy
Materials Scientist,20%,102,717,0.142259414,Law Enforcement
Math Instructor,7%,841,3540,0.237570621,Law Enforcement
Math Teacher,10%,536,2215,0.241986456,Law Enforcement
Math Tutor,7%,837,3542,0.236307171,Construction
Mathematician,55%,75,736,0.101902174,Hospitality
Mds Coordinator,15%,827,3235,0.255641422,Communication & PR
Mds Nurse,15%,472,1856,0.254310345,Administrative & Clerical
Meat Cutter,10%,197,856,0.230140187,Hospitality
Meat Manager,15%,575,2668,0.215517241,Leadership & Strategy
Mechanic,18%,358,1485,0.241077441,Data & IT
Mechanic Helper,10%,247,908,0.272026432,Sales & Marketing
Mechanical Assembler,20%,128,1127,0.113575865,Communication & PR
Mechanical Design Engineer,31%,181,1193,0.151718357,Leadership & Strategy
Mechanical Designer,40%,485,1864,0.260193133,Data & IT
Mechanical Drafter,37%,567,1959,0.289433384,Leadership & Strategy
Mechanical Engineer,30%,173,1196,0.144648829,Medical & Healthcare
Mechanical Engineering Technician,15%,469,1710,0.274269006,Data & IT
Mechanical Inspector,30%,271,1811,0.149641082,Administrative & Clerical
Mechanical Project Engineer,25%,463,1361,0.340191036,Supply Chain & Logistics
Mechanical Technician,20%,157,1216,0.129111842,Data & IT
Mechatronics Engineer,40%,434,1677,0.258795468,Administrative & Clerical
Media Analyst,20%,206,1640,0.125609756,Data & IT
Media Assistant,20%,1221,5112,0.238849765,Data & IT
Media Buyer,40%,857,2906,0.294907089,Communication & PR
Media Consultant,25%,843,2278,0.370061457,Medical & Healthcare
Media Coordinator,35%,1020,3559,0.286597359,Data & IT
Media Director,25%,770,2159,0.356646596,Law Enforcement
Media Planner,25%,813,2673,0.304152637,Construction
Media Producer,25%,793,2650,0.299245283,Supply Chain & Logistics
Media Relations Manager,25%,831,2391,0.347553325,Law Enforcement
Media Specialist,20%,225,1747,0.128792215,Administrative & Clerical
Media Strategist,30%,291,1865,0.156032172,Data & IT
Mediator,10%,484,1889,0.256220222,Supply Chain & Logistics
Medical Administrative Assistant,50%,115,848,0.135613208,Data & IT
Medical Administrative Specialist,55%,101,919,0.109902067,Leadership & Strategy
Medical Administrator,45%,521,1676,0.310859189,Administrative & Clerical
Medical Assembler,50%,54,493,0.109533469,Communication & PR
Medical Assistant,15%,703,2617,0.2686282,Supply Chain & Logistics
Medical Assistant Instructor,20%,174,1029,0.16909621,Sales & Marketing
Medical Biller,65%,137,832,0.164663462,Construction
Medical Billing Specialist,70%,124,827,0.149939541,Data & IT
Medical Case Manager,40%,572,1693,0.337861784,Leadership & Strategy
Medical Claims Processor,65%,140,836,0.167464115,Leadership & Strategy
Medical Clerk,30%,171,1072,0.159514925,Hospitality
Medical Coder,75%,109,773,0.141009056,Data & IT
Medical Coding Specialist,78%,171,1250,0.1368,Leadership & Strategy
Medical Collector,70%,10,52,0.192307692,Administrative & Clerical
Medical Consultant,50%,100,779,0.128369705,Administrative & Clerical
Medical Courier,20%,742,3149,0.235630359,Communication & PR
Medical Director,15%,821,3394,0.241897466,Administrative & Clerical
Medical Doctor,10%,472,1673,0.282127914,Leadership & Strategy
Medical Dosimetrist,30%,116,670,0.173134328,Medical & Healthcare
Medical Editor,25%,838,2421,0.34613796,Construction
Medical Engineer,15%,666,3053,0.218146086,Sales & Marketing
Medical Examiner,20%,118,821,0.143727162,Hospitality
Medical Illustrator,40%,487,2085,0.233573141,Leadership & Strategy
Medical Information Specialist,40%,765,2450,0.312244898,Medical & Healthcare
Medical Instructor,30%,142,1001,0.141858142,Law Enforcement
Medical Interpreter,35%,419,1730,0.242196532,Law Enforcement
Medical Lab Assistant,20%,185,1476,0.125338753,Hospitality
Medical Laboratory Scientist,35%,342,1343,0.25465376,Hospitality
Medical Laboratory Technician,35%,339,1339,0.25317401,Communication & PR
Medical Laboratory Technologist,35%,340,1340,0.253731343,Data & IT
Medical Liaison,20%,197,1151,0.171155517,Communication & PR
Medical Librarian,10%,549,2812,0.195234708,Hospitality
Medical Manager,40%,597,1739,0.343300748,Supply Chain & Logistics
Medical Office Administrator,45%,544,1812,0.300220751,Leadership & Strategy
Medical Office Assistant,60%,90,858,0.104895105,Supply Chain & Logistics
Medical Office Manager,20%,220,1345,0.163568773,Data & IT
Medical Office Receptionist,45%,422,1434,0.294281729,Sales & Marketing
Medical Office Specialist,50%,117,887,0.131905299,Leadership & Strategy
Medical Officer,25%,434,1365,0.317948718,Law Enforcement
Medical Physicist,40%,305,1065,0.286384977,Medical & Healthcare
Medical Practice Manager,45%,609,2055,0.296350365,Medical & Healthcare
Medical Receptionist,45%,422,1434,0.294281729,Hospitality
Medical Records Clerk,45%,569,1830,0.310928962,Medical & Healthcare
Medical Records Specialist,45%,646,2161,0.298935678,Supply Chain & Logistics
Medical Records Technician,45%,568,1830,0.310382514,Supply Chain & Logistics
Medical Recruiter,25%,800,2214,0.361336947,Construction
Medical Sales,45%,554,1580,0.350632911,Supply Chain & Logistics
Medical Sales Representative,50%,530,1676,0.316229117,Communication & PR
Medical Scheduler,40%,518,1687,0.307053942,Law Enforcement
Medical Science Liaison,20%,988,3937,0.250952502,Data & IT
Medical Scientist,15%,710,3157,0.224897054,Hospitality
Medical Scribe,85%,202,1696,0.119103774,Medical & Healthcare
Medical Secretary,35%,585,2151,0.271966527,Construction
Medical Social Worker,20%,177,1094,0.16179159,Medical & Healthcare
Medical Sonographer,20%,149,1260,0.118253968,Administrative & Clerical
Medical Staff Coordinator,20%,221,1374,0.16084425,Communication & PR
Medical Support Assistant,20%,217,1363,0.15920763,Data & IT
Medical Technician,35%,306,1131,0.270557029,Administrative & Clerical
Medical Technologist,35%,301,1125,0.267555556,Leadership & Strategy
Medical Transcriptionist,90%,189,1265,0.149407115,Supply Chain & Logistics
Medical Writer,25%,833,2432,0.342516447,Sales & Marketing
Medication Aide,10%,491,1951,0.251665812,Communication & PR
Medication Technician,30%,102,517,0.19729207,Supply Chain & Logistics
Meeting Planner,20%,163,1506,0.108233732,Construction
Membership Director,15%,749,3073,0.243735763,Leadership & Strategy
Mental Health Assistant,15%,644,2545,0.253045187,Law Enforcement
Mental Health Associate,10%,607,2280,0.26622807,Administrative & Clerical
Mental Health Case Manager,25%,614,1703,0.360540223,Construction
Mental Health Clinician,10%,614,2293,0.267771478,Medical & Healthcare
Mental Health Counselor,10%,614,2289,0.268239406,Supply Chain & Logistics
Mental Health Nurse,33%,112,582,0.192439863,Hospitality
Mental Health Professional,10%,603,2304,0.26171875,Law Enforcement
Mental Health Specialist,10%,606,2287,0.264975951,Construction
Mental Health Technician,10%,587,2206,0.266092475,Sales & Marketing
Mental Health Therapist,10%,599,2236,0.267889088,Hospitality
Mental Health Worker,12%,596,2250,0.264888889,Supply Chain & Logistics
Mentor,10%,823,3619,0.227410887,Data & IT
Merchandise Buyer,45%,677,2544,0.266116352,Data & IT
Merchandise Coordinator,40%,804,2897,0.277528478,Sales & Marketing
Merchandise Planner,30%,240,1896,0.126582278,Leadership & Strategy
Merchandiser,25%,658,1759,0.37407618,Law Enforcement
Merchandising,10%,747,3111,0.240115718,Communication & PR
Merchandising Assistant,35%,873,3073,0.284087211,Hospitality
Merchandising Coordinator,60%,162,1111,0.145814581,Hospitality
Merchandising Manager,20%,179,1144,0.156468531,Medical & Healthcare
Merchant Marine,10%,212,638,0.332288401,Hospitality
Messenger,20%,67,436,0.153669725,Communication & PR
Metallurgical Engineer,30%,154,823,0.187120292,Supply Chain & Logistics
Metallurgist,20%,76,658,0.11550152,Construction
Meteorologist,25%,320,1074,0.297951583,Supply Chain & Logistics
Meter Reader,60%,28,240,0.116666667,Data & IT
Microbiologist,20%,119,767,0.155149935,Construction
Microbiology,30%,137,1032,0.132751938,Data & IT
Microbiology Technician,25%,378,1223,0.309076043,Law Enforcement
Microbiology Technologist,20%,133,853,0.155920281,Sales & Marketing
Microstrategy Developer,25%,533,1457,0.365820178,Leadership & Strategy
Middle School Science Teacher,7%,889,3644,0.243962678,Sales & Marketing
Middle School Teacher,7%,861,3600,0.239166667,Hospitality
Middleware Engineer,46%,488,1923,0.253770151,Sales & Marketing
Midwife,25%,327,1006,0.325049702,Leadership & Strategy
Mig Welder,10%,185,836,0.221291866,Law Enforcement
Military,5%,257,930,0.276344086,Medical & Healthcare
Military Analyst,60%,168,1517,0.110744891,Administrative & Clerical
Military Officer,15%,572,2344,0.244027304,Leadership & Strategy
Military Police,10%,541,1705,0.317302053,Communication & PR
Military Police Officer,10%,541,1705,0.317302053,Data & IT
Millwright,18%,309,1674,0.184587814,Administrative & Clerical
Miner,10%,207,653,0.316998469,Communication & PR
Mining Engineer,20%,73,965,0.075647668,Sales & Marketing
Minister,5%,505,2351,0.214802212,Leadership & Strategy
Mobile Application Developer,20%,142,931,0.152524168,Medical & Healthcare
Mobile Developer,20%,141,925,0.152432432,Supply Chain & Logistics
Mobile Engineer,50%,137,1106,0.123869801,Leadership & Strategy
Mobile Phlebotomist,35%,147,467,0.314775161,Administrative & Clerical
Model,5%,641,2398,0.267306088,Construction
Model Maker,10%,445,1839,0.241979337,Administrative & Clerical
Modeler,20%,154,1215,0.126748971,Supply Chain & Logistics
Molecular Biologist,20%,115,761,0.151116951,Hospitality
Molecular Technologist,20%,120,775,0.15483871,Communication & PR
Money Manager,5%,904,3355,0.269448584,Communication & PR
Monitor,30%,135,906,0.149006623,Medical & Healthcare
Monitor Technician,15%,756,3115,0.242696629,Sales & Marketing
Montessori Teacher,7%,689,2885,0.23882149,Communication & PR
Mortgage Advisor,15%,1001,3967,0.252331737,Communication & PR
Mortgage Assistant,20%,189,1159,0.163071613,Sales & Marketing
Mortgage Banker,20%,178,1149,0.154917319,Hospitality
Mortgage Broker,30%,165,1225,0.134693878,Construction
Mortgage Closer,60%,149,1193,0.124895222,Supply Chain & Logistics
Mortgage Consultant,10%,713,2914,0.244680851,Sales & Marketing
Mortgage Loan Closer,60%,149,1193,0.124895222,Law Enforcement
Mortgage Loan Officer,30%,166,1226,0.135399674,Sales & Marketing
Mortgage Loan Processor,70%,146,1322,0.110438729,Communication & PR
Mortgage Originator,20%,183,1144,0.159965035,Communication & PR
Mortgage Processor,50%,127,960,0.132291667,Leadership & Strategy
Mortgage Specialist,15%,977,3902,0.250384418,Data & IT
Mortgage Underwriter,50%,125,954,0.131027254,Medical & Healthcare
Motion Graphics Designer,30%,236,1764,0.133786848,Administrative & Clerical
Motorcycle Mechanic,10%,204,858,0.237762238,Construction
Motorcycle Technician,18%,385,1932,0.199275362,Leadership & Strategy
Mover,25%,165,625,0.264,Supply Chain & Logistics
Mover Helper,10%,246,752,0.32712766,Data & IT
Mri Technician,25%,329,1062,0.309792844,Leadership & Strategy
Mri Technologist,25%,330,1065,0.309859155,Medical & Healthcare
Multimedia Artist,25%,754,2769,0.272300469,Communication & PR
Multimedia Designer,25%,784,2900,0.270344828,Data & IT
Multimedia Journalist,10%,998,4180,0.238755981,Leadership & Strategy
Multimedia Specialist,35%,982,3476,0.282508631,Administrative & Clerical
Museum Educator,20%,146,881,0.165720772,Construction
Music Director,10%,429,1648,0.260315534,Leadership & Strategy
Music Teacher,7%,679,2832,0.239759887,Data & IT
Music Therapist,5%,505,2155,0.234338747,Communication & PR
Musician,5%,654,2764,0.236613603,Sales & Marketing
Mystery Shopper,70%,99,671,0.147540984,Supply Chain & Logistics
Nail Technician,5%,445,1766,0.25198188,Sales & Marketing
Nanny,5%,455,1667,0.272945411,Medical & Healthcare
National Account Executive,55%,115,1014,0.113412229,Medical & Healthcare
National Account Manager,25%,194,1208,0.160596026,Hospitality
National Guard,5%,199,757,0.262879789,Supply Chain & Logistics
National Sales Director,30%,707,2002,0.353146853,Sales & Marketing
National Sales Manager,29%,703,1989,0.353443942,Hospitality
Naturalist,10%,435,1738,0.250287687,Medical & Healthcare
Naval Architect,20%,87,982,0.088594705,Hospitality
Ndt Technician,30%,161,907,0.177508269,Construction
Negotiator,15%,876,3713,0.235927821,Data & IT
Neonatal Nurse,45%,298,892,0.334080717,Law Enforcement
Neonatal Nurse Practitioner,35%,229,825,0.277575758,Administrative & Clerical
Neonatologist,12%,404,1453,0.278045423,Law Enforcement
Nephrologist,12%,393,1431,0.274633124,Construction
Net Developer,70%,8,46,0.173913043,Hospitality
Netsuite Administrator,30%,251,1551,0.161831077,Administrative & Clerical
Netsuite Consultant,40%,730,2157,0.338433009,Supply Chain & Logistics
Network Administrator,50%,186,1666,0.111644658,Communication & PR
Network Analyst,30%,255,1573,0.162110617,Leadership & Strategy
Network Architect,40%,778,2346,0.331628303,Administrative & Clerical
Network Consultant,38%,1009,3292,0.306500608,Construction
Network Designer,30%,241,1506,0.16002656,Medical & Healthcare
Network Engineer,55%,141,1049,0.134413727,Leadership & Strategy
Network Manager,20%,177,1045,0.16937799,Law Enforcement
Network Operations Manager,15%,1053,4388,0.239972653,Hospitality
Network Security Administrator,50%,175,1681,0.1041047,Data & IT
Network Security Analyst,45%,591,2171,0.272224781,Hospitality
Network Security Engineer,55%,142,1056,0.134469697,Medical & Healthcare
Network Specialist,40%,814,2537,0.320851399,Leadership & Strategy
Network Support Engineer,55%,141,1049,0.134413727,Supply Chain & Logistics
Network Support Specialist,38%,1025,3395,0.30191458,Sales & Marketing
Network Support Technician,40%,806,2527,0.318955283,Medical & Healthcare
Network Systems Administrator,60%,126,1371,0.09190372,Sales & Marketing
Network Systems Engineer,55%,141,1049,0.134413727,Law Enforcement
Network Technician,30%,257,1648,0.155946602,Supply Chain & Logistics
Neurodiagnostic Technologist,20%,147,969,0.151702786,Construction
Neurologist,12%,423,1494,0.28313253,Sales & Marketing
Neuropsychologist,12%,443,1739,0.254744106,Hospitality
Neurosurgeon,12%,393,1425,0.275789474,Communication & PR
New Home Sales Consultant,20%,135,799,0.168961202,Hospitality
News Anchor,10%,952,4053,0.234887737,Medical & Healthcare
News Director,20%,178,1069,0.166510758,Leadership & Strategy
News Editor,20%,201,1364,0.147360704,Medical & Healthcare
News Photographer,10%,913,3898,0.234222678,Supply Chain & Logistics
News Producer,20%,219,1783,0.122826697,Supply Chain & Logistics
News Reporter,10%,961,4104,0.234161793,Law Enforcement
Newspaper Delivery,40%,409,1411,0.289865344,Hospitality
Newspaper Reporter,10%,950,4074,0.233186058,Construction
Night,15%,245,912,0.268640351,Hospitality
Night Auditor,40%,469,1428,0.328431373,Administrative & Clerical
Night Manager,40%,430,1380,0.311594203,Sales & Marketing
Night Stocker,35%,312,1108,0.281588448,Law Enforcement
Noc Engineer,40%,681,2080,0.327403846,Leadership & Strategy
Noc Manager,10%,620,2505,0.24750499,Medical & Healthcare
Noc Technician,25%,460,1277,0.360219264,Medical & Healthcare
Non Cdl Driver,40%,168,583,0.288164666,Hospitality
Notary Public,5%,490,2166,0.226223453,Law Enforcement
Nuclear Engineer,15%,458,1671,0.274087373,Administrative & Clerical
Nuclear Medicine Technologist,25%,321,1071,0.299719888,Supply Chain & Logistics
Nuclear Pharmacist,20%,143,939,0.15228967,Sales & Marketing
